INSPECTION_MONTH,INSPECTION_YEAR,MAKE,MODEL_YEAR,GVWR,CYL,ENGINE_SIZE,VEHICLE_TYPE,ODOMETER,TRANS_TYPE,FUEL_TYPE,ESC,DUAL_EXHAUST,INITIAL_RESULT,FINAL_RESULT
10,2015,JEEP,2001,5500,8,4700,4,115648,A,G,20,N,F,P
4,2015,FORD,2006,3625,6,3000,1,125478,A,G,6,N,P,P
4,2015,CHEVROLET,2005,6400,8,5300,3,195418,A,G,20,N,P,P
1,2015,AUDI,2000,3875,6,2800,1,205939,A,G,6,N,P,P
9,2015,FORD,2002,4740,6,3000,3,98804,A,G,20,N,P,P
3,2015,TOYOTA,2011,5350,6,4000,3,15327,A,G,20,N,P,P
2,2015,CHEVROLET,2001,6400,8,5300,3,147892,A,G,20,N,P,P
6,2015,FORD,1995,4500,8,5000,3,214645,A,G,11,N,P,P
11,2015,TOYOTA,2007,5450,6,4000,3,114627,A,G,20,N,P,P
10,2015,TOYOTA,1999,5100,6,3400,3,40922,M,G,20,N,P,P
9,2015,TOYOTA,2006,5360,6,3300,4,86645,A,G,20,N,P,P
5,2015,HONDA,1993,3250,4,2200,1,176371,A,G,5,N,P,P
1,2015,DODGE,2014,6900,8,5700,3,13341,A,G,20,N,P,P
11,2015,INFINITI,2004,6000,8,5600,4,52332,A,G,20,N,P,P
9,2015,PONTIAC,2008,0,6,3500,1,114061,A,G,6,N,P,P
1,2015,CHEVROLET,2005,6200,8,4800,3,304776,A,G,20,N,P,P
12,2015,CHRYSLER,2007,5700,6,3300,5,111306,A,G,20,N,P,P
2,2015,TOYOTA,1998,5250,6,3400,4,185078,M,G,20,N,P,P
4,2015,NISSAN,2003,5053,6,3500,4,78907,A,G,20,N,P,P
9,2015,CHEVROLET,2004,3000,4,2200,1,136408,A,G,6,N,P,P
11,2015,NISSAN,2002,2875,4,1800,1,89235,A,G,6,N,P,P
12,2015,HONDA,2011,3375,4,2400,1,27326,A,G,6,N,P,P
8,2015,DODGE,1998,6400,8,5200,4,114716,A,G,20,N,P,P
1,2015,LINCOLN,2000,7200,8,5400,4,142655,A,G,20,N,P,P
2,2015,ACURA,2007,5952,6,3700,4,77697,A,G,20,N,P,P
11,2015,NISSAN,1989,5200,6,3000,3,187256,M,G,10,N,F,P
6,2015,INFINITI,2011,0,6,3700,1,46276,A,G,6,N,P,P
8,2015,JEEP,2012,4435,4,2000,4,48144,A,G,20,N,P,P
9,2015,HONDA,2015,6019,6,3500,5,355,A,G,20,N,P,P
3,2015,CHEVROLET,2008,3375,4,2200,1,93890,A,G,6,N,P,P
4,2015,KIA,2007,5600,6,3800,4,140931,A,G,20,N,P,P
5,2015,JEEP,2008,4900,6,3800,4,42775,M,G,20,N,P,P
7,2015,NISSAN,2007,2875,4,2000,1,52478,A,G,6,N,P,P
1,2015,MITSUBISHI,2002,3375,4,2400,1,168238,A,G,6,N,P,P
12,2015,LINCOLN,1998,7200,8,5400,4,186986,A,G,20,N,F,F
5,2015,JEEP,2009,5400,6,3800,4,58505,A,G,20,N,P,P
6,2015,SATURN,2004,3750,6,3500,4,86073,A,G,20,N,P,P
1,2015,FORD,1996,8600,8,5800,3,76694,A,G,20,N,P,P
2,2015,LEXUS,2003,4950,6,3000,4,179885,A,G,20,N,P,P
3,2015,BUICK,2000,3875,6,3800,1,149737,A,G,6,N,P,P
7,2015,FORD,1996,6700,6,4900,6,128736,A,G,20,N,F,P
3,2015,HONDA,2007,6050,6,3500,3,96348,A,G,20,N,P,P
3,2015,DODGE,2006,8800,8,5700,7,91921,A,G,20,N,P,P
2,2015,LEXUS,2001,4000,6,3000,1,141316,A,G,6,N,P,P
12,2015,HONDA,2004,3625,6,3000,1,135542,A,G,6,N,P,P
7,2015,FORD,2001,3625,6,3000,1,141390,A,G,6,N,P,P
3,2015,DODGE,2005,3375,4,2400,1,96481,A,G,6,N,P,P
8,2015,HONDA,2014,4332,4,2400,4,3528,A,G,20,N,P,P
6,2015,HONDA,2010,2750,4,2000,1,116175,M,G,6,N,P,P
11,2015,HONDA,1998,4165,4,2000,4,167298,A,G,20,N,P,P
8,2015,TOYOTA,2012,2750,4,1800,1,37003,A,G,6,N,P,P
8,2015,GMC,2000,6200,8,4800,3,213445,A,G,20,N,F,F
1,2015,CADILLAC,2007,7200,8,6200,4,87105,A,G,20,N,P,P
9,2015,HONDA,2015,6096,6,3500,4,22360,A,G,20,N,P,P
11,2015,CHEVROLET,2007,7000,8,5300,3,145403,A,G,20,N,P,P
8,2015,TOYOTA,2010,3250,4,1500,1,59292,A,X,6,N,P,P
9,2015,MERCURY,2004,4750,6,4200,5,146162,A,G,20,N,P,P
3,2015,HYUNDAI,2005,2625,4,1600,1,87310,M,G,6,N,P,P
7,2015,KIA,2013,0,4,2000,1,29920,A,G,6,N,P,P
1,2015,CHEVROLET,2013,7100,8,5300,4,40521,A,G,20,N,P,P
5,2015,DODGE,2006,4750,8,4700,3,102339,A,G,20,N,P,P
8,2015,NISSAN,2004,6799,8,5600,4,126993,A,G,20,N,F,P
7,2015,DODGE,2007,6010,6,3700,3,80690,A,G,20,N,P,P
6,2015,FORD,2004,4750,6,4000,4,108339,A,G,20,N,P,P
2,2015,LEXUS,2009,0,6,2500,1,72328,A,G,6,N,P,P
12,2015,TOYOTA,2006,3500,6,3000,1,136298,A,G,6,N,P,P
11,2015,CADILLAC,2008,0,8,4600,1,63250,A,G,6,N,P,P
12,2015,CHRYSLER,2000,3875,6,3500,1,156054,A,G,6,N,P,P
7,2015,HYUNDAI,2003,5085,6,2700,4,100941,A,G,20,N,P,P
5,2015,NISSAN,2001,5200,6,3300,4,222416,A,G,20,N,P,P
7,2015,GMC,2002,7000,8,6000,4,202465,A,G,20,N,P,P
6,2015,SUBARU,2001,3000,4,2500,1,193382,A,G,6,N,F,P
11,2015,CHEVROLET,2001,3375,6,3100,1,165318,A,G,6,N,F,F
12,2015,TOYOTA,2008,7100,8,5700,3,53023,A,G,20,N,P,P
5,2015,FORD,2005,7050,8,5400,3,138654,A,G,20,N,F,P
10,2015,TOYOTA,2004,0,6,3300,1,81483,A,G,6,N,P,P
1,2015,FORD,2004,5800,8,4600,3,92871,A,G,20,N,F,F
1,2015,TOYOTA,2008,2750,4,1800,1,48098,A,G,6,N,P,P
9,2015,MAZDA,2004,0,6,3000,2,140987,A,G,6,N,P,P
3,2015,CHEVROLET,2003,3375,8,5700,1,42284,A,G,6,N,P,P
9,2015,TOYOTA,2003,3500,4,2400,1,137325,A,G,6,N,P,P
8,2015,FORD,1996,2625,4,1900,1,119819,M,G,6,N,P,P
8,2015,MITSUBISHI,2006,3000,4,2400,1,86072,M,G,6,N,P,P
5,2015,OLDSMOBILE,2004,3250,4,2200,1,117436,A,G,6,N,P,P
4,2015,NISSAN,2012,2875,4,2000,1,24529,A,G,6,N,P,P
12,2015,VOLKSWAGEN,2010,4785,4,2000,4,51941,A,G,20,N,P,P
9,2015,NISSAN,2005,3375,6,3500,1,118507,A,G,6,N,P,P
4,2015,CHEVROLET,1991,6200,8,5700,3,89155,A,G,16,N,P,P
11,2015,HONDA,2007,6050,6,3500,3,178682,A,G,20,N,P,P
4,2015,FORD,2004,6950,8,4600,3,64055,A,G,20,N,P,P
3,2015,DODGE,2001,2875,4,2000,1,125196,A,G,6,N,P,P
8,2015,NISSAN,1996,4400,4,2400,3,171088,M,G,20,N,P,P
12,2015,LINCOLN,2005,4750,8,4600,1,57467,A,G,6,N,P,P
11,2015,NISSAN,2007,6522,8,5600,3,157664,A,G,20,N,P,P
10,2015,CHRYSLER,2006,3875,6,2700,1,201569,A,G,6,N,P,P
3,2015,OLDSMOBILE,2003,3250,4,2200,1,189810,A,G,6,N,F,P
4,2015,LINCOLN,2004,7000,8,5400,4,149175,A,G,20,N,P,P
3,2015,HONDA,2010,3375,4,2400,1,74155,A,G,6,N,P,P
7,2015,KIA,2008,3625,4,2400,1,94736,A,G,6,N,P,P
10,2015,LINCOLN,1998,4250,8,4600,1,159338,A,G,6,N,P,P
2,2015,TOYOTA,1993,3250,4,2200,1,117977,A,G,5,N,P,P
12,2015,HONDA,2002,3500,4,2400,4,107231,A,G,20,N,P,P
10,2015,CHRYSLER,2012,0,6,3600,1,64341,A,G,6,N,P,P
9,2015,CHEVROLET,2005,8600,8,6000,7,73641,A,G,20,N,F,P
4,2015,CHEVROLET,2000,6400,8,4800,3,263625,A,G,20,N,F,P
3,2015,MAZDA,2002,3750,6,3000,3,146918,A,G,20,N,P,P
11,2015,PONTIAC,2004,3000,4,1800,2,125159,M,G,6,N,P,P
11,2015,CHEVROLET,2015,0,4,1400,1,15286,A,G,6,N,F,P
3,2015,FORD,1997,8900,8,5800,3,139241,A,G,20,N,P,P
1,2015,DODGE,2000,6400,6,3900,3,153833,A,G,20,N,P,P
12,2015,PONTIAC,2002,5800,6,3400,5,153097,A,G,20,N,P,P
9,2015,SATURN,2007,3000,4,2200,1,68162,A,G,6,N,P,P
6,2015,DODGE,2002,6650,8,4700,3,136461,A,G,20,N,F,F
2,2015,CHEVROLET,2003,3000,4,2200,1,201300,M,G,6,N,P,P
7,2015,JEEP,2008,4900,6,3800,4,80799,A,G,20,N,P,P
5,2015,CHEVROLET,2012,4825,4,2400,4,39957,A,G,20,N,P,P
4,2015,TOYOTA,2009,4535,4,2500,4,44817,A,G,20,N,P,P
12,2015,TOYOTA,2000,3750,6,3000,1,195123,A,G,6,N,F,F
6,2015,CHEVROLET,1995,6500,8,5000,3,100836,M,G,16,N,P,P
6,2015,DODGE,2000,4750,8,5900,4,214820,A,G,20,N,P,P
11,2015,AUDI,2013,6790,6,3000,4,29950,A,G,20,N,P,P
3,2015,ACURA,2005,4250,6,3500,1,67399,A,G,6,N,P,P
1,2015,TOYOTA,2011,0,4,1500,1,32349,A,G,6,N,P,P
1,2015,MERCURY,2008,4500,6,3000,4,80709,A,G,20,N,P,P
9,2015,CHEVROLET,2012,6450,6,3600,4,62250,A,G,20,N,P,P
12,2015,SATURN,2008,0,6,3500,1,105270,A,G,6,N,P,P
1,2015,JEEP,2005,5600,6,3700,4,96436,A,G,20,N,F,P
7,2015,FORD,2003,3625,6,3000,1,115552,A,G,6,N,P,P
10,2015,LINCOLN,2012,0,4,2500,1,16368,A,X,6,N,P,P
5,2015,FORD,2011,7200,6,3500,3,57722,A,G,20,N,P,P
9,2015,FORD,1989,5400,6,4900,4,139608,A,G,10,N,P,P
3,2015,JEEP,2014,4575,4,2400,4,18411,A,G,20,N,P,P
8,2015,GMC,2008,6000,6,3600,4,56555,A,G,20,N,P,P
7,2015,TOYOTA,2007,3250,4,1500,1,90473,A,X,6,N,P,P
2,2015,TOYOTA,2009,2750,4,1800,1,81080,A,G,6,N,P,P
12,2015,BMW,2006,3500,6,2500,1,68765,A,G,6,N,P,P
12,2015,GMC,2003,7200,8,6000,4,127033,A,G,20,N,P,P
12,2015,DODGE,2009,6800,8,5700,3,25384,A,G,20,N,P,P
3,2015,TOYOTA,1999,5300,6,3400,3,260326,A,G,20,N,P,P
7,2015,DODGE,2015,10000,8,6700,7,6893,A,G,20,N,P,P
4,2015,GMC,2003,7000,8,5300,4,199640,A,G,20,N,F,P
3,2015,FORD,1992,6050,8,5000,3,0,A,G,16,N,P,P
6,2015,HONDA,1996,2625,4,1600,1,193758,M,G,6,N,P,P
11,2015,TOYOTA,2013,3500,4,2500,1,32336,A,G,6,N,P,P
2,2015,CHEVROLET,1993,6000,8,5700,3,176914,A,G,11,N,P,P
10,2015,HYUNDAI,2005,3125,4,2000,1,80634,A,G,6,N,P,P
1,2015,SUBARU,2009,3875,4,2500,2,86147,A,G,6,N,P,P
7,2015,BMW,2006,3500,6,3000,1,91518,M,G,6,N,P,P
7,2015,GMC,2001,9200,8,6000,7,235685,A,G,20,N,P,P
4,2015,CHRYSLER,2008,3875,6,2700,1,35396,A,G,6,N,P,P
7,2015,BUICK,2005,0,6,3800,1,44600,A,G,6,N,P,P
3,2015,CHEVROLET,2005,6000,6,4300,3,217275,A,G,20,N,P,P
4,2015,CHEVROLET,2003,9200,8,5300,7,78674,A,G,20,N,P,P
3,2015,DODGE,2002,6000,6,3700,3,62675,A,G,20,N,P,P
12,2015,FORD,2006,10000,8,6000,7,132062,A,D,20,N,P,P
8,2015,TOYOTA,1984,4400,4,2400,3,135553,A,G,9,N,F,P
10,2015,MERCURY,1996,2750,4,2000,1,90216,A,G,6,N,P,P
4,2015,FORD,2011,4500,8,4600,1,84541,A,G,6,N,P,P
6,2015,FORD,2013,0,4,1600,1,59352,A,G,6,N,P,P
11,2015,FORD,2012,10000,8,6700,7,27465,A,D,20,N,P,P
3,2015,TOYOTA,2006,4600,6,3500,4,112279,A,G,20,N,P,P
11,2015,FORD,2012,4520,6,3000,4,39034,A,G,20,N,P,P
3,2015,HONDA,2002,3250,4,2300,1,102852,A,G,6,N,P,P
6,2015,HYUNDAI,2008,2625,4,1600,1,60859,A,G,6,N,P,P
2,2015,FORD,1997,5200,6,4000,4,217972,A,G,20,N,P,P
5,2015,KIA,2004,3625,4,2400,1,118987,A,G,6,N,P,P
9,2015,CHEVROLET,2012,3375,4,2400,1,64549,A,G,6,N,P,P
3,2015,TOYOTA,2005,3250,4,1500,1,75718,A,X,6,N,P,P
9,2015,HONDA,2001,2750,4,1700,1,113527,A,G,6,N,P,P
9,2015,BUICK,2007,0,6,3800,1,48313,A,G,6,N,P,P
6,2015,CHEVROLET,2004,7200,8,5300,4,150022,A,G,20,N,P,P
9,2015,PONTIAC,2003,3250,4,2200,1,164394,A,G,6,N,F,P
4,2015,HYUNDAI,2013,3125,4,2000,1,49181,A,G,6,N,P,P
1,2015,TOYOTA,1995,3375,6,3000,1,104981,A,G,5,N,P,P
8,2015,JEEP,1985,5000,6,4200,4,20000,M,G,9,N,P,P
10,2015,CHRYSLER,2001,3750,6,2700,1,99041,A,G,6,N,P,P
11,2015,TOYOTA,2013,3750,6,3500,1,39444,A,G,6,N,P,P
1,2015,CHRYSLER,2003,3500,4,2400,2,54156,A,G,6,N,P,P
9,2015,FORD,2011,0,4,2000,2,40548,A,G,6,N,P,P
9,2015,CHEVROLET,2001,6700,8,4800,4,161356,A,G,20,N,F,P
6,2015,FORD,1999,3375,6,3800,1,99607,A,G,6,N,F,F
4,2015,HONDA,2003,4320,4,2400,4,236363,A,G,20,N,P,P
6,2015,TOYOTA,2006,2750,4,1800,1,125385,A,G,6,N,P,P
4,2015,HONDA,2008,3000,4,1300,1,87292,A,X,6,N,P,P
10,2015,BMW,2008,3500,6,3000,1,57053,A,G,6,N,P,P
11,2015,TOYOTA,2010,2750,4,1800,1,80656,A,G,6,N,P,P
12,2015,HONDA,2010,2750,4,1800,1,62642,A,G,6,N,P,P
8,2015,AUDI,2000,4000,6,2800,1,144824,M,G,6,N,P,P
12,2015,HONDA,2012,2750,4,1800,1,95452,A,G,6,N,P,P
6,2015,TOYOTA,2007,5350,6,4000,3,58828,A,G,20,N,P,P
10,2015,SUBARU,1998,0,4,2500,2,163894,M,G,6,N,P,P
9,2015,TOYOTA,2000,2750,4,1800,1,106153,M,G,6,N,F,P
3,2015,FORD,1993,2750,4,1900,2,56343,A,G,5,N,P,P
6,2015,TOYOTA,2002,3375,6,3000,1,109491,A,G,6,N,P,P
9,2015,SUBARU,2006,3500,4,2500,4,129148,M,G,20,N,P,P
8,2015,MAZDA,2010,5831,6,3600,4,41833,A,G,20,N,P,P
12,2015,DODGE,1999,6400,8,5900,4,80032,A,G,20,N,P,P
4,2015,FORD,2007,4680,4,2300,4,117563,A,X,20,N,P,P
4,2015,FORD,2005,3375,8,4600,1,77407,A,G,6,N,P,P
5,2015,TOYOTA,2009,5350,6,4000,3,65750,A,G,20,N,P,P
1,2015,DODGE,1998,6400,8,5200,4,117372,A,G,20,N,P,P
12,2015,FORD,2015,0,4,1600,1,3014,A,G,6,N,P,P
9,2015,FORD,2008,6780,8,5400,4,163710,A,G,20,N,P,P
1,2015,TOYOTA,2002,5100,6,3400,3,130964,A,G,20,N,P,P
9,2015,SUBARU,1999,3500,4,2500,4,147408,A,G,20,N,P,P
4,2015,FORD,2000,8600,8,5400,6,163744,A,G,20,N,F,P
7,2015,SUBARU,2009,3875,4,2500,2,68313,A,G,6,N,P,P
5,2015,HYUNDAI,2013,3125,4,1800,1,13295,A,G,6,N,P,P
12,2015,DODGE,2004,4500,6,2400,5,124282,A,G,20,N,P,P
11,2015,TOYOTA,2013,5501,6,4000,4,60904,A,G,20,N,P,P
8,2015,PONTIAC,2005,3750,6,3800,1,170314,A,G,6,N,P,P
8,2015,CHRYSLER,2007,6700,8,5700,4,151494,A,G,20,N,P,P
9,2015,CHEVROLET,2012,6001,8,5300,3,36170,A,G,20,N,P,P
12,2015,DODGE,2014,0,6,3600,1,24658,A,G,6,N,F,F
7,2015,DODGE,1997,6400,8,5900,3,262075,A,G,20,N,P,P
6,2015,TOYOTA,1998,3375,4,2200,1,0,A,G,6,N,P,P
2,2015,CHEVROLET,2013,3375,4,2500,1,42825,A,G,6,N,P,P
9,2015,JEEP,2004,5600,6,3700,4,136453,A,G,20,N,P,P
8,2015,JEEP,2005,4250,8,5700,4,129956,A,G,20,N,P,P
10,2015,TOYOTA,2008,3500,4,2400,1,110322,A,G,6,N,P,P
6,2015,LEXUS,2001,3750,6,3000,1,174178,A,G,6,N,P,P
7,2015,FORD,1995,6100,8,5000,3,187313,A,G,16,N,P,P
2,2015,FORD,2007,6000,8,4600,3,134697,A,G,20,N,P,P
7,2015,HONDA,2005,2750,4,1700,1,93048,A,G,6,N,P,P
1,2015,TOYOTA,2007,3500,4,2400,1,51327,A,G,6,N,P,P
6,2015,JEEP,1998,4450,6,4000,4,158249,M,G,20,N,P,P
6,2015,TOYOTA,2010,5095,6,3500,4,70804,A,G,20,N,P,P
11,2015,NISSAN,2012,3375,4,2500,1,29271,A,G,6,N,P,P
4,2015,NISSAN,2005,3375,4,2500,1,112326,A,G,6,N,P,P
7,2015,HYUNDAI,2005,5086,6,3500,4,57534,A,G,20,N,P,P
7,2015,HONDA,1997,5000,6,3200,4,86103,A,G,20,N,P,P
5,2015,CHEVROLET,2010,0,8,6200,1,26552,A,G,6,N,P,P
1,2015,HYUNDAI,2007,5291,6,2700,4,86861,A,G,20,N,P,P
7,2015,CHEVROLET,2005,7200,8,5300,4,65255,A,G,20,N,P,P
11,2015,CHEVROLET,2015,3750,6,3600,1,13802,A,G,6,N,P,P
8,2015,CHEVROLET,1998,3625,6,3100,1,112458,A,G,6,N,F,F
4,2015,CHEVROLET,2006,6400,8,5300,4,94757,A,G,20,N,P,P
8,2015,LINCOLN,1997,4250,8,4600,1,100066,A,G,6,N,P,P
7,2015,CHEVROLET,2001,6200,6,4300,3,150608,A,G,20,N,P,P
11,2015,NISSAN,2013,0,4,1600,1,53520,A,G,6,N,P,P
3,2015,ACURA,2002,3125,4,2000,1,72354,M,G,6,N,P,P
3,2015,MITSUBISHI,1999,3000,4,2000,1,128823,M,G,6,N,F,F
2,2015,CHRYSLER,1991,3500,6,3000,1,131804,A,G,5,N,P,P
12,2015,CHEVROLET,2006,2750,4,1600,1,97239,A,G,6,N,P,P
1,2015,BMW,2003,3250,6,3000,1,107140,A,G,6,N,P,P
12,2015,JEEP,2008,5400,6,3800,4,87129,M,G,20,N,P,P
7,2015,FORD,2013,0,4,1600,1,28226,A,G,6,N,P,P
9,2015,TOYOTA,2006,6700,8,4700,4,74642,A,G,20,N,P,P
2,2015,SCION,2005,2750,4,1500,2,47227,A,G,6,N,P,P
10,2015,CHEVROLET,1994,3625,6,3400,1,121607,A,G,5,N,P,P
6,2015,HONDA,2008,3375,4,2400,1,31003,A,G,6,N,P,P
11,2015,CHEVROLET,2005,0,4,2200,1,170646,M,G,6,N,F,P
3,2015,DODGE,1999,6400,8,5200,3,176978,A,G,20,N,F,P
11,2015,HONDA,2000,5565,6,3500,5,133406,A,G,20,N,P,P
5,2015,CHEVROLET,2007,0,4,2200,1,122374,A,G,6,N,P,P
3,2015,VOLKSWAGEN,2006,3125,5,2500,1,75713,A,G,6,N,P,P
4,2015,CHEVROLET,2013,0,4,1400,1,28779,M,G,6,N,F,F
4,2015,CHEVROLET,1999,3375,6,3100,1,55401,A,G,6,N,P,P
4,2015,DODGE,2013,0,4,2400,1,17027,A,G,6,N,P,P
7,2015,HONDA,2007,6050,6,3500,3,161978,A,G,20,N,P,P
3,2015,FORD,1989,6250,8,5000,3,41889,A,G,16,N,P,P
10,2015,PONTIAC,2000,3375,6,3400,1,190698,A,G,6,N,P,P
12,2015,NISSAN,1997,4400,4,2400,3,134194,M,G,20,N,F,F
5,2015,CHEVROLET,2005,6400,6,4300,3,33765,A,G,20,N,P,P
5,2015,AUDI,2006,4750,8,4200,1,101339,A,G,6,N,P,P
8,2015,ACURA,2003,4250,6,3500,1,93308,A,G,6,N,P,P
12,2015,TOYOTA,1987,4400,4,2400,3,296808,M,G,10,N,F,P
11,2015,BMW,2001,4500,8,4400,1,130074,A,G,6,N,P,P
5,2015,INFINITI,2012,0,6,3700,1,22206,A,G,6,N,P,P
11,2015,DODGE,2001,8700,8,5200,6,35850,A,N,20,N,P,P
1,2015,GMC,1992,7200,8,7400,4,85289,A,G,16,N,P,P
5,2015,DODGE,2006,8510,8,5700,7,87249,A,G,20,N,P,P
4,2015,JEEP,1996,5300,6,4000,4,277084,A,G,20,N,P,P
10,2015,CHEVROLET,2013,6800,8,5300,3,42288,A,G,20,N,P,P
1,2015,VOLVO,2012,4000,5,2500,1,36688,A,G,6,N,P,P
6,2015,CHEVROLET,2004,5500,8,5300,4,157070,A,G,20,N,P,P
11,2015,CHEVROLET,1994,4450,4,2200,3,132065,A,G,11,N,F,P
8,2015,FORD,2002,3625,6,3800,1,96975,A,G,6,N,P,P
4,2015,MAZDA,2006,2750,4,2000,1,95078,M,G,6,N,P,P
3,2015,FORD,2013,3625,6,3500,1,36114,A,G,6,N,P,P
2,2015,HONDA,2000,3250,4,2300,1,162046,A,G,6,N,P,P
5,2015,CHEVROLET,2005,5000,6,3400,4,64646,A,G,20,N,P,P
5,2015,HONDA,2007,4950,4,2400,4,77597,A,G,20,N,P,P
1,2015,JEEP,1999,4450,6,4000,4,121084,A,G,20,N,P,P
12,2015,HYUNDAI,2004,4000,4,2400,4,161073,A,G,20,N,P,P
4,2015,TOYOTA,1996,2750,4,1800,1,164827,M,G,6,N,P,P
2,2015,DODGE,2001,6700,8,5200,3,133494,A,G,20,N,P,P
3,2015,GMC,2000,6700,8,4800,3,207070,A,G,20,N,P,P
2,2015,TOYOTA,1999,5250,6,3400,4,166417,A,G,20,N,P,P
12,2015,FORD,2012,5970,6,3600,4,49005,A,G,20,N,P,P
12,2015,PONTIAC,2002,3125,4,2200,1,141891,A,G,6,N,F,F
9,2015,TOYOTA,2010,4250,6,3300,5,52812,A,G,20,N,P,P
6,2015,FORD,1998,2750,4,2000,1,50665,A,G,6,N,P,P
10,2015,CHEVROLET,2008,0,4,2400,1,70272,A,G,6,N,P,P
7,2015,FORD,2003,8800,8,6000,7,102553,A,D,20,N,P,P
6,2015,CHEVROLET,2010,3750,6,3500,1,46768,A,G,6,N,P,P
8,2015,JEEP,2014,6800,8,5700,4,29825,A,G,20,N,P,P
6,2015,FORD,2005,6500,6,4200,3,67994,M,G,20,N,P,P
7,2015,FORD,2010,0,4,2500,1,69069,A,G,6,N,P,P
5,2015,TOYOTA,2015,7300,8,5700,4,7814,A,G,20,N,P,P
11,2015,FORD,1998,5340,6,4000,4,151404,A,G,20,N,P,P
6,2015,HYUNDAI,2007,3625,6,2700,1,143736,A,G,6,N,P,P
10,2015,FORD,2011,5380,6,3500,4,59772,A,G,20,N,P,P
10,2015,DODGE,2002,6650,8,4700,3,137926,A,G,20,N,P,P
8,2015,FORD,1998,5001,6,4000,4,172566,A,G,20,N,P,P
9,2015,DODGE,1998,6100,8,5200,4,160943,A,G,20,N,P,P
5,2015,FORD,2001,7700,8,5400,7,230087,A,G,20,N,P,P
8,2015,TOYOTA,2004,6600,8,4700,3,132056,A,G,20,N,P,P
3,2015,CHEVROLET,2006,4750,6,2800,3,84185,A,G,20,N,P,P
5,2015,LINCOLN,2002,4000,6,3000,1,97931,A,G,6,N,P,P
6,2015,FORD,2013,5300,4,1800,4,68527,A,G,20,N,P,P
12,2015,FORD,2008,4400,4,2300,4,106953,A,G,20,N,P,P
7,2015,NISSAN,2012,3875,6,3500,1,27170,A,G,6,N,P,P
8,2015,SUBARU,2010,3875,4,2500,2,55780,A,G,6,N,P,P
10,2015,MERCURY,1993,2875,4,2300,1,60776,A,G,5,N,P,P
1,2015,JEEP,2001,3500,6,4000,4,120676,A,G,20,N,P,P
8,2015,TOYOTA,2010,3250,4,1800,1,181163,A,X,6,N,P,P
5,2015,TOYOTA,1999,5100,6,3400,3,236928,M,G,20,N,P,P
6,2015,FORD,2002,4700,6,3000,3,55262,A,G,20,N,P,P
4,2015,CHEVROLET,2006,9200,8,6600,7,91745,A,D,20,N,P,P
11,2015,HONDA,2011,3375,4,2400,1,98335,A,G,6,N,P,P
12,2015,CHEVROLET,2005,3750,6,3400,1,185635,A,G,6,N,F,P
6,2015,CHEVROLET,2000,6000,6,4300,3,3232,M,G,20,N,F,F
7,2015,TOYOTA,2011,5500,6,4000,3,53421,A,G,20,N,P,P
3,2015,GMC,1997,6700,8,5700,3,143682,A,G,20,N,P,P
6,2015,FORD,2001,5000,8,5400,3,174793,A,G,20,N,P,P
5,2015,FORD,2011,5380,6,3500,4,60219,A,G,20,N,P,P
4,2015,NISSAN,1998,5001,6,3000,5,138627,A,G,20,N,F,F
10,2015,OLDSMOBILE,2001,4000,8,4000,1,102013,A,G,6,N,F,F
8,2015,MERCURY,1997,4000,8,4600,1,160517,A,G,6,N,P,P
8,2015,CHEVROLET,2001,2875,4,2200,1,148182,A,G,6,N,P,P
12,2015,PONTIAC,2009,0,6,3500,1,44230,A,G,6,N,P,P
9,2015,CHEVROLET,2000,3625,8,5700,1,61511,A,G,6,N,P,P
9,2015,HONDA,2003,5665,6,3500,5,109022,A,G,20,N,P,P
3,2015,MITSUBISHI,1999,3000,4,2000,1,175168,A,G,6,N,P,P
7,2015,HYUNDAI,2013,3625,4,2400,1,49480,A,G,6,N,P,P
7,2015,TOYOTA,2010,3375,6,3500,4,57059,A,G,20,N,P,P
5,2015,KIA,2010,0,4,2000,1,35149,A,G,6,N,P,P
3,2015,FORD,2012,0,4,2500,1,42563,A,G,6,N,P,P
6,2015,INFINITI,2006,6001,8,5600,4,164201,A,G,20,N,F,F
8,2015,LEXUS,2011,6600,8,4600,3,11997,A,G,20,N,P,P
6,2015,NISSAN,2007,3375,4,2500,1,87528,A,G,6,N,P,P
4,2015,HYUNDAI,2009,3625,4,2400,1,39552,A,G,6,N,P,P
3,2015,FORD,2000,3625,6,3000,1,228002,A,G,6,N,P,P
5,2015,PONTIAC,2009,3000,4,2400,2,12327,A,G,6,N,P,P
9,2015,CHEVROLET,1999,3000,4,2200,1,23974,A,G,6,N,F,F
3,2015,PONTIAC,2000,3000,4,2200,1,153843,A,G,6,N,P,P
2,2015,CHEVROLET,2007,3375,6,3500,1,31715,A,G,6,N,P,P
5,2015,NISSAN,2014,5400,6,4000,4,24645,A,G,20,N,P,P
2,2015,HONDA,2003,2750,4,1700,1,150631,M,G,6,N,F,F
12,2015,HYUNDAI,2004,3125,4,2000,1,218545,M,G,6,N,P,P
8,2015,CHEVROLET,2011,0,4,1400,1,74181,A,G,6,N,P,P
2,2015,KIA,2015,3625,4,2400,1,697,A,G,6,N,P,P
10,2015,CHEVROLET,2000,8500,8,5700,7,165868,A,G,20,N,P,P
1,2015,HONDA,2003,2750,4,1700,1,87876,A,G,6,N,P,P
